"","header","cite","chamber_senate","judges_names","judge1","judge2","judge3","link_decision"
"3186","Beschluss vom 15. Dezember 2008 - 2 BvR 2462/07","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 15. Dezember 2008 
- 2 BvR 2462/07 -, Rn. (1-16),http://www.bverfg.de/e/rk20081215_2bvr246207.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081215_2bvr246207.html"
"3187","Beschluss vom 15. Dezember 2008 - 2 BvR 2495/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 15. Dezember 2008 
- 2 BvR 2495/08 -, Rn. (1-28),http://www.bverfg.de/e/rk20081215_2bvr249508.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081215_2bvr249508.html"
"3188","Beschluss vom 14. Dezember 2008 - 2 BvR 2338/07","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 14. Dezember 2008 
- 2 BvR 2338/07 -, Rn. (1-9),http://www.bverfg.de/e/rk20081214_2bvr233807.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081214_2bvr233807.html"
"3189","Beschluss vom 11. Dezember 2008 - 1 BvR 1563/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 11. Dezember 2008 
- 1 BvR 1563/08 -, Rn. (1-17),http://www.bverfg.de/e/rk20081211_1bvr156308.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081211_1bvr156308.html"
"3190","Beschluss vom 11. Dezember 2008 - 1 BvR 1665/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 11. Dezember 2008 
- 1 BvR 1665/08 -, Rn. (1-10),http://www.bverfg.de/e/rk20081211_1bvr166508.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081211_1bvr166508.html"
"3191","Beschluss vom 10. Dezember 2008 - 2 BvR 2571/07","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 10. Dezember 2008 
- 2 BvR 2571/07 -, Rn. (1-17),http://www.bverfg.de/e/rk20081210_2bvr257107.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081210_2bvr257107.html"
"3192","Beschluss vom 09. Dezember 2008 - 2 BvL 7/04","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvL 7/04 -, Rn. (1-30),http://www.bverfg.de/e/lk20081209_2bvl000704.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/lk20081209_2bvl000704.html"
"3193","Beschluss vom 09. Dezember 2008 - 2 BvR 216/05","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 216/05 -, Rn. (1-19),http://www.bverfg.de/e/rk20081209_2bvr021605.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr021605.html"
"3194","Beschluss vom 09. Dezember 2008 - 2 BvR 443/04","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 443/04 -, Rn. (1-21),http://www.bverfg.de/e/rk20081209_2bvr044304.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr044304.html"
"3195","Beschluss vom 09. Dezember 2008 - 2 BvR 889/08","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 889/08 -, Rn. (1-21),http://www.bverfg.de/e/rk20081209_2bvr088908.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr088908.html"
"3196","Beschluss vom 09. Dezember 2008 - 2 BvR 1522/04","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 1522/04 -, Rn. (1-18),http://www.bverfg.de/e/rk20081209_2bvr152204.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr152204.html"
"3197","Beschluss vom 09. Dezember 2008 - 2 BvR 1536/04","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 1536/04 -, Rn. (1-21),http://www.bverfg.de/e/rk20081209_2bvr153604.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr153604.html"
"3198","Beschluss vom 09. Dezember 2008 - 2 BvR 1948/06","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 1948/06 -, Rn. (1-21),http://www.bverfg.de/e/rk20081209_2bvr194806.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr194806.html"
"3199","Beschluss vom 09. Dezember 2008 - 2 BvR 1958/05","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 1958/05 -, Rn. (1-21),http://www.bverfg.de/e/rk20081209_2bvr195805.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr195805.html"
"3200","Beschluss vom 09. Dezember 2008 - 2 BvR 2114/03","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 2114/03 -, Rn. (1-18),http://www.bverfg.de/e/rk20081209_2bvr211403.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr211403.html"
"3201","Beschluss vom 09. Dezember 2008 - 2 BvR 2120/03","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 2120/03 -, Rn. (1-18),http://www.bverfg.de/e/rk20081209_2bvr212003.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr212003.html"
"3202","Beschluss vom 09. Dezember 2008 - 2 BvR 2193/04","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 2193/04 -, Rn. (1-21),http://www.bverfg.de/e/rk20081209_2bvr219304.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr219304.html"
"3203","Beschluss vom 09. Dezember 2008 - 2 BvR 2341/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 2341/08 -, Rn. (1-22),http://www.bverfg.de/e/rk20081209_2bvr234108.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081209_2bvr234108.html"
"3204","Beschluss vom 09. Dezember 2008 - 2 BvR 2386/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 2386/08 -, Rn. (1-19),http://www.bverfg.de/e/rk20081209_2bvr238608.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081209_2bvr238608.html"
"3205","Beschluss vom 09. Dezember 2008 - 2 BvR 2444/04","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 2444/04 -, Rn. (1-20),http://www.bverfg.de/e/rk20081209_2bvr244404.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr244404.html"
"3206","Beschluss vom 09. Dezember 2008 - 2 BvR 2450/07","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 2450/07 -, Rn. (1-12),http://www.bverfg.de/e/rk20081209_2bvr245007.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081209_2bvr245007.html"
"3207","Urteil vom 09. Dezember 2008 - 2 BvL 1/07","BVerfG, Urteil des Zweiten Senats vom 09. Dezember 2008 
- 2 BvL 1/07 -, Rn. (1-91),http://www.bverfg.de/e/ls20081209_2bvl000107.html","hat das Bundesverfassungsgericht - Zweiter
      Senat - unter Mitwirkung der Richterinnen und Richter ","Vizepräsident Voßkuhle, Broß, Osterloh, Di Fabio, Mellinghoff, Lübbe-Wolff, Gerhardt, Landau","Vizepräsident Voßkuhle,","Broß,","Osterloh,","http://www.bverfg.de/e/ls20081209_2bvl000107.html"
"3208","Beschluss vom 09. Dezember 2008 - 2 BvR 717/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 09. Dezember 2008 
- 2 BvR 717/08 -, Rn. (1-20),http://www.bverfg.de/e/rk20081209_2bvr071708.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081209_2bvr071708.html"
"3209","Beschluss vom 08. Dezember 2008 - 1 BvR 3396/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 08. Dezember 2008 
- 1 BvR 3396/08 -, Rn. (1-5),http://www.bverfg.de/e/rk20081208_1bvr339608.html","  ","hat die 3. Kammer des Ersten Senats des Bundesverfassungsgerichts durch den Präsidenten Papier und die Richter Bryde, Schluckebier gemäß § 93b in Verbindung mit § 93a BVerfGG in der Fassung der Bekanntmachung vom 11. August 1993 (BGBl I S. 1473) am 8. Dezember 2008 einstimmig beschlossen:","hat die 3. Kammer des Ersten Senats des","Bundesverfassungsgerichts durch","den Präsidenten Papier","http://www.bverfg.de/e/rk20081208_1bvr339608.html"
"3210","Beschluss vom 06. Dezember 2008 - 2 BvR 1082/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 06. Dezember 2008 
- 2 BvR 1082/08 -, Rn. (1-23),http://www.bverfg.de/e/rk20081206_2bvr108208.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081206_2bvr108208.html"
"3211","Beschluss vom 06. Dezember 2008 - 2 BvR 2369/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 06. Dezember 2008 
- 2 BvR 2369/08 -, Rn. (1-8),http://www.bverfg.de/e/rk20081206_2bvr236908.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081206_2bvr236908.html"
"3212","Beschluss vom 05. Dezember 2008 - 1 BvR 576/07","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 05. Dezember 2008 
- 1 BvR 576/07 -, Rn. (1-21),http://www.bverfg.de/e/rk20081205_1bvr057607.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081205_1bvr057607.html"
"3213","Beschluss vom 05. Dezember 2008 - 1 BvR 746/08","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 05. Dezember 2008 
- 1 BvR 746/08 -, Rn. (1-67),http://www.bverfg.de/e/rk20081205_1bvr074608.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081205_1bvr074608.html"
"3214","Beschluss vom 05. Dezember 2008 - 1 BvR 1318/07","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 05. Dezember 2008 
- 1 BvR 1318/07 -, Rn. (1-22),http://www.bverfg.de/e/rk20081205_1bvr131807.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/rk20081205_1bvr131807.html"
"3215","Beschluss vom 04. Dezember 2008 - 2 BvR 1043/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 04. Dezember 2008 
- 2 BvR 1043/08 -, Rn. (1-27),http://www.bverfg.de/e/rk20081204_2bvr104308.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081204_2bvr104308.html"
"3216","Beschluss vom 03. Dezember 2008 - 1 BvQ 47/08","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 03. Dezember 2008 
- 1 BvQ 47/08 -, Rn. (1-2),http://www.bverfg.de/e/qk20081203_1bvq004708.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/qk20081203_1bvq004708.html"
"3217","Beschluss vom 02. Dezember 2008 - 1 BvR 2639/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 02. Dezember 2008 
- 1 BvR 2639/08 -, Rn. (1-14),http://www.bverfg.de/e/rk20081202_1bvr263908.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081202_1bvr263908.html"
"3218","Beschluss vom 01. Dezember 2008 - 2 BvR 1830/08","BVerfG, Beschluss der 3. Kammer des Zweiten Senats vom 01. Dezember 2008 
- 2 BvR 1830/08 -, Rn. (1-43),http://www.bverfg.de/e/rk20081201_2bvr183008.html","hat die 3. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Richter Mellinghoff, die Richterin Lübbe-Wolff und den Richter Gerhardt","den Richter Mellinghoff,","die Richterin Lübbe-Wolff","und den Richter Gerhardt","http://www.bverfg.de/e/rk20081201_2bvr183008.html"
"3219","Beschluss vom 01. Dezember 2008 - 2 BvR 2187/08","BVerfG, Beschluss der 2. Kammer des Zweiten Senats vom 01. Dezember 2008 
- 2 BvR 2187/08 -, Rn. (1-10),http://www.bverfg.de/e/rk20081201_2bvr218708.html","hat die 2. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","die Richter Broß, Di Fabio und Landau","die Richter Broß,","Di Fabio","und Landau","http://www.bverfg.de/e/rk20081201_2bvr218708.html"
"3220","Beschluss vom 27. November 2008 - 1 BvQ 46/08","BVerfG, Beschluss der 1. Kammer des Ersten Senats vom 27. November 2008 
- 1 BvQ 46/08 -, Rn. (1-19),http://www.bverfg.de/e/qk20081127_1bvq004608.html","hat die 1. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Eichberger, Masing","den Präsidenten Papier","und die Richter Eichberger,","Masing","http://www.bverfg.de/e/qk20081127_1bvq004608.html"
"3221","Beschluss vom 27. November 2008 - 1 BvR 112/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 27. November 2008 
- 1 BvR 112/08 -, Rn. (1-11),http://www.bverfg.de/e/rk20081127_1bvr011208.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081127_1bvr011208.html"
"3222","Beschluss vom 27. November 2008 - 1 BvR 2032/08","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 27. November 2008 
- 1 BvR 2032/08 -, Rn. (1-14),http://www.bverfg.de/e/rk20081127_1bvr203208.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081127_1bvr203208.html"
"3223","Beschluss vom 27. November 2008 - 1 BvR 2450/06","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 27. November 2008 
- 1 BvR 2450/06 -, Rn. (1-21),http://www.bverfg.de/e/rk20081127_1bvr245006.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081127_1bvr245006.html"
"3224","Beschluss vom 27. November 2008 - 2 BvR 1012/08","BVerfG, Beschluss der 1. Kammer des Zweiten Senats vom 27. November 2008 
- 2 BvR 1012/08 -, Rn. (1-14),http://www.bverfg.de/e/rk20081127_2bvr101208.html","hat die 1. Kammer des Zweiten Senats des
      Bundesverfassungsgerichts durch ","den Vizepräsidenten Voßkuhle, die Richterin Osterloh und den Richter Mellinghoff","den Vizepräsidenten Voßkuhle,","die Richterin Osterloh","und den Richter Mellinghoff","http://www.bverfg.de/e/rk20081127_2bvr101208.html"
"3225","Beschluss vom 26. November 2008 - 1 BvR 670/08","BVerfG, Beschluss der 3. Kammer des Ersten Senats vom 26. November 2008 
- 1 BvR 670/08 -, Rn. (1-23),http://www.bverfg.de/e/rk20081126_1bvr067008.html","hat die 3. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","den Präsidenten Papier und die Richter Bryde, Schluckebier","den Präsidenten Papier","und die Richter Bryde,","Schluckebier","http://www.bverfg.de/e/rk20081126_1bvr067008.html"
"3226","Beschluss vom 26. November 2008 - 1 BvR 1813/08","BVerfG, Beschluss der 2. Kammer des Ersten Senats vom 26. November 2008 
- 1 BvR 1813/08 -, Rn. (1-27),http://www.bverfg.de/e/rk20081126_1bvr181308.html","hat die 2. Kammer des Ersten Senats des
      Bundesverfassungsgerichts durch ","die Richterin Hohmann-Dennhardt und die Richter Gaier, Kirchhof","die Richterin Hohmann-Dennhardt","und die Richter Gaier,","Kirchhof","http://www.bverfg.de/e/rk20081126_1bvr181308.html"
